A1	Codigouf	Codigomunicipio	Nome	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102	A103	A104	A105	A106	A107	A108	A109	A110	A111	A112	A113	A114	A115	A116	A117
1200807	12	807	PORTO ACRE	Sim	Sim	2012	Sim	2013	Sim	Sim	2015	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não
1300029	13	29	ALVARAES	Não	-	-	Não	-	Não	-	-	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1300060	13	60	AMATURA	Sim	Sim	2012	Sim	2009	Sim	Não	2009	Não	-	-	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Sim
1300086	13	86	ANAMA	Não	-	-	Não	-	Não	-	-	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
1300102	13	102	ANORI	Não	-	-	Não	-	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1300144	13	144	APUI	Não	-	-	Não	-	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim
1300201	13	201	ATALAIA DO NORTE	Não	-	-	Não	-	Não	-	-	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Sim
1300300	13	300	AUTAZES	Sim	Sim	2001	Não	-	Não	-	-	Sim	Sim	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1300409	13	409	BARCELOS	Sim	Sim	2012	Sim	2000	Sim	Não	Não foi atualizada	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
1300508	13	508	BARREIRINHA	Não	-	-	Sim	2005	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1300607	13	607	BENJAMIN CONSTANT	Sim	Não	2011	Sim	1998	Sim	Não	1998	Sim	Não	1998	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1300631	13	631	BERURI	Sim	Sim	2014	Sim	1997	Não	-	-	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1300680	13	680	BOA VISTA DO RAMOS	Sim	Sim	2010	Sim	2006	Sim	Não	2006	Sim	Sim	2013	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não	Sim
1300706	13	706	BOCA DO ACRE	Sim	Não	2009	Sim	2001	Sim	Não	2011	Sim	Sim	2001	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Sim
1300805	13	805	BORBA	Sim	Sim	2010	Sim	2004	Sim	Sim	2015	Sim	Não	Não foi atualizado	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
1300839	13	839	CAAPIRANGA	Sim	Sim	2015	Sim	1997	Sim	Sim	Não foi atualizada	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1300904	13	904	CANUTAMA	Não	-	-	Não	-	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
1301001	13	1001	CARAUARI	Não	-	-	Não	-	Sim	Não	Não foi atualizada	Sim	Sim	2015	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
1301100	13	1100	CAREIRO	Sim	Sim	2015	Sim	2000	Sim	Sim	Não foi atualizada	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1301159	13	1159	CAREIRO DA VARZEA	Não	-	-	Sim	2000	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1301209	13	1209	COARI	Sim	Sim	2012	Sim	2009	Sim	Sim	2014	Não	-	-	Sim	Não	Sim	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1301308	13	1308	CODAJAS	Sim	Sim	2014	Sim	2006	Sim	Não	2014	Sim	Não	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1301407	13	1407	EIRUNEPE	Sim	Sim	2011	Não	-	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1301506	13	1506	ENVIRA	Não	-	-	Não	-	Não	-	-	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1301605	13	1605	FONTE BOA	Não	-	-	Não	-	Não	-	-	Sim	Não	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1301654	13	1654	GUAJARA	Sim	Sim	Não soube informar*	Sim	Não soube informar*	Não	-	-	Sim	Não	Não soube informar*	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Sim
1301704	13	1704	HUMAITA	Sim	Não	2015	Sim	2006	Sim	Sim	2015	Sim	Não	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1301803	13	1803	IPIXUNA	Sim	Sim	2014	Sim	2000	Não	-	-	Sim	Sim	2014	Sim	Não	Não	Não	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1301852	13	1852	IRANDUBA	Sim	Sim	2013	Sim	2011	Sim	Sim	2012	Sim	Sim	2013	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Sim
1301902	13	1902	ITACOATIARA	Sim	Sim	2003	Sim	Não soube informar*	Sim	Sim	2006	Sim	Sim	2012	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
1301951	13	1951	ITAMARATI	Não	-	-	Sim	Não soube informar*	Não	-	-	Não	-	-	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1302009	13	2009	ITAPIRANGA	Sim	Sim	2015	Sim	1997	Sim	Não	2003	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1302108	13	2108	JAPURA	Sim	Sim	2015	Sim	2012	Sim	Sim	2012	Não	-	-	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1302207	13	2207	JURUA	Sim	Sim	2015	Sim	2009	Não	-	-	Sim	Sim	2009	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1302306	13	2306	JUTAI	Não	-	-	Não	-	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1302405	13	2405	LABREA	Sim	Sim	2010	Sim	2006	Sim	Sim	2013	Sim	Sim	2013	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
1302504	13	2504	MANACAPURU	Sim	Sim	2011	Sim	2010	Sim	Não	2000	Sim	Não	2010	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	-	Não sabe informar
1302553	13	2553	MANAQUIRI	Não	-	-	Sim	2000	Não	-	-	Sim	Não	2015	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não
1302603	13	2603	MANAUS	Sim	Sim	2010	Sim	2011	Sim	Sim	2011	Sim	Sim	1998	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
1302702	13	2702	MANICORE	Sim	Sim	2005	Sim	1941	Sim	Sim	2010	Sim	Sim	2014	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	-	Sim
1302801	13	2801	MARAA	Não	-	-	Não	-	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1302900	13	2900	MAUES	Sim	Sim	2002	Sim	2005	Sim	Não	Não foi atualizada	Sim	Sim	2005	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
1303007	13	3007	NHAMUNDA	Sim	Sim	2005	Sim	1999	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1303106	13	3106	NOVA OLINDA DO NORTE	Sim	Sim	2010	Sim	2005	Sim	Sim	2005	Sim	Sim	2005	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1303205	13	3205	NOVO AIRAO	Sim	Sim	2014	Não	-	Sim	Sim	2015	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1303304	13	3304	NOVO ARIPUANA	Sim	Sim	1998	Sim	Não soube informar*	Não	-	-	Sim	Sim	1991	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	-	Não
1303403	13	3403	PARINTINS	Sim	Sim	1998	Sim	2009	Sim	Não	1990	Sim	Sim	2011	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não	Sim
1303502	13	3502	PAUINI	Sim	Não	2010	Sim	2010	Não	-	-	Não	-	-	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1303536	13	3536	PRESIDENTE FIGUEIREDO	Sim	Não	2014	Sim	2005	Não	-	-	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
1303569	13	3569	RIO PRETO DA EVA	Sim	Sim	2015	Sim	1993	Sim	Não	2003	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Sim
1303601	13	3601	SANTA ISABEL DO RIO NEGRO	Não	-	-	Não	-	Não	-	-	Não	-	-	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Sim
1303700	13	3700	SANTO ANTONIO DO ICA	Não	-	-	Sim	2000	Sim	Não	2015	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Sim
1303809	13	3809	SAO GABRIEL DA CACHOEIRA	Sim	Sim	2005	Sim	1998	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
1303908	13	3908	SAO PAULO DE OLIVENCA	Não	-	-	Sim	2003	Não	-	-	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
1303957	13	3957	SAO SEBASTIAO DO UATUMA	Sim	Sim	2002	Sim	2000	Sim	Não	2002	Sim	Sim	2002	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
1304005	13	4005	SILVES	Sim	Não	2014	Sim	Não soube informar*	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1304062	13	4062	TABATINGA	Sim	Sim	2013	Sim	2007	Não	-	-	Sim	Sim	2013	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Sim
1304104	13	4104	TAPAUA	Sim	Não	2000	Sim	1966	Sim	Não	2002	Sim	Não	2000	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
1304203	13	4203	TEFE	Sim	Sim	2009	Sim	1996	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1304237	13	4237	TONANTINS	Não	-	-	Não	-	Não	-	-	Não	-	-	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
1304260	13	4260	UARINI	Não	-	-	Sim	2013	Sim	Sim	Não foi atualizada	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1304302	13	4302	URUCARA	Sim	Sim	2012	Sim	2009	Sim	Sim	2009	Sim	Sim	2009	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
1304401	13	4401	URUCURITUBA	Sim	Não	2012	Sim	2003	Sim	Não	2003	Sim	Não	2003	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1400027	14	27	AMAJARI	Não	-	-	Não	-	Não	-	-	Sim	Não	Não soube informar*	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
1400050	14	50	ALTO ALEGRE	Sim	Sim	2015	Não	-	Sim	Sim	2015	Sim	Sim	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1400100	14	100	BOA VISTA	Sim	Sim	1997	Sim	2001	Sim	Sim	2009	Sim	Sim	2009	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não sabe informar	Sim
1400159	14	159	BONFIM	Sim	Sim	2014	Sim	2001	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
1400175	14	175	CANTA	Sim	Sim	2014	Sim	2013	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1400209	14	209	CARACARAI	Sim	Sim	2014	Sim	1979	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
1400233	14	233	CAROEBE	Sim	Não	2014	Sim	2013	Sim	Sim	2014	Não	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
1400282	14	282	IRACEMA	Não	-	-	Não	-	Não	-	-	Sim	Não	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1400308	14	308	MUCAJAI	Sim	Sim	2015	Sim	2014	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
1400407	14	407	NORMANDIA	Não	-	-	Não	-	Não	-	-	Sim	Não	2014	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
1400456	14	456	PACARAIMA	Sim	Sim	2004	Sim	2014	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
