A1	Codigouf	Codigomunicipio	Nome	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102	A103	A104	A105	A106	A107	A108	A109	A110	A111	A112	A113	A114	A115	A116	A117
4211504	42	11504	NOVA TRENTO	Sim	Sim	2014	Sim	1983	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
4211603	42	11603	NOVA VENEZA	Sim	Sim	2002	Sim	1977	Sim	Não	1991	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não
4211652	42	11652	NOVO HORIZONTE	Sim	Sim	2015	Sim	2010	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não sabe informar
4211702	42	11702	ORLEANS	Sim	Sim	2005	Sim	2014	Sim	Sim	2014	Sim	Sim	2005	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4211751	42	11751	OTACILIO COSTA	Sim	Sim	2003	Sim	1983	Sim	Sim	2003	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não
4211801	42	11801	OURO	Sim	Sim	1983	Sim	1963	Sim	Sim	1983	Sim	Sim	2013	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4211850	42	11850	OURO VERDE	Sim	Sim	1995	Sim	1993	Sim	Sim	1993	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4211876	42	11876	PAIAL	Sim	Sim	1998	Sim	1998	Sim	Sim	1998	Sim	Sim	2003	Sim	Não	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4211892	42	11892	PAINEL	Sim	Sim	2010	Sim	2005	Sim	Sim	2013	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4211900	42	11900	PALHOCA	Sim	Sim	1999	Sim	2002	Sim	Sim	2013	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não sabe informar
4212007	42	12007	PALMA SOLA	Sim	Sim	2002	Sim	2002	Sim	Sim	2002	Sim	Não	2003	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não
4212056	42	12056	PALMEIRA	Sim	Sim	2013	Sim	1997	Sim	Sim	2005	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4212106	42	12106	PALMITOS	Sim	Sim	Não soube informar*	Sim	1994	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4212205	42	12205	PAPANDUVA	Sim	Não	1990	Sim	1993	Sim	Não	2015	Sim	Sim	2015	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4212239	42	12239	PARAISO	Sim	Sim	2001	Sim	2001	Sim	Sim	Não soube informar*	Sim	Sim	2015	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4212254	42	12254	PASSO DE TORRES	Sim	Sim	2014	Sim	1995	Sim	Não	Não foi atualizada	Sim	Sim	2005	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
4212270	42	12270	PASSOS MAIA	Sim	Sim	2011	Sim	2009	Sim	Não	2015	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4212304	42	12304	PAULO LOPES	Sim	Sim	2014	Sim	2014	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
4212403	42	12403	PEDRAS GRANDES	Sim	Sim	2003	Sim	1994	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4212502	42	12502	PENHA	Sim	Sim	2009	Sim	2009	Sim	Sim	2009	Sim	Sim	2009	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não sabe informar
4212601	42	12601	PERITIBA	Sim	Não	2010	Sim	1989	Sim	Não	1991	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4212650	42	12650	PESCARIA BRAVA	Sim	Sim	Não soube informar*	Sim	2013	Não	-	-	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4212700	42	12700	PETROLANDIA	Sim	Sim	2011	Sim	2002	Sim	Sim	2002	Sim	Sim	2003	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4212809	42	12809	BALNEARIO PICARRAS	Sim	Sim	2012	Sim	1998	Sim	Sim	2013	Sim	Sim	2012	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não sabe informar
4212908	42	12908	PINHALZINHO	Sim	Sim	2014	Sim	1963	Sim	Não	2013	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
4213005	42	13005	PINHEIRO PRETO	Sim	Sim	1986	Sim	1986	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4213104	42	13104	PIRATUBA	Sim	Sim	2008	Sim	1993	Sim	Sim	1993	Sim	Sim	2003	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não
4213153	42	13153	PLANALTO ALEGRE	Sim	Sim	Não soube informar*	Sim	2009	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4213203	42	13203	POMERODE	Sim	Sim	2011	Sim	2001	Não	-	-	Sim	Sim	2003	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não sabe informar	Não
4213302	42	13302	PONTE ALTA	Sim	Sim	2001	Sim	2001	Sim	Sim	2001	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4213351	42	13351	PONTE ALTA DO NORTE	Sim	Sim	2008	Sim	2014	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4213401	42	13401	PONTE SERRADA	Sim	Sim	2013	Sim	1959	Sim	Sim	2009	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4213500	42	13500	PORTO BELO	Sim	Sim	2014	Sim	1998	Sim	Sim	2008	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4213609	42	13609	PORTO UNIAO	Sim	Sim	1989	Sim	1990	Sim	Sim	1999	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Sim
4213708	42	13708	POUSO REDONDO	Sim	Sim	2015	Sim	2009	Sim	Não	2009	Sim	Sim	2009	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4213807	42	13807	PRAIA GRANDE	Sim	Sim	2009	Sim	1993	Sim	Sim	2009	Sim	Sim	2013	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	-	Não
4213906	42	13906	PRESIDENTE CASTELLO BRANCO	Sim	Sim	2014	Sim	2003	Sim	Sim	2003	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	Não
4214003	42	14003	PRESIDENTE GETULIO	Sim	Sim	2010	Sim	2011	Sim	Sim	Não foi atualizada	Sim	Sim	2013	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4214102	42	14102	PRESIDENTE NEREU	Sim	Sim	2010	Sim	2004	Sim	Sim	2015	Sim	Sim	2010	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4214151	42	14151	PRINCESA	Sim	Sim	2015	Sim	2013	Sim	Sim	2013	Sim	Sim	Não soube informar*	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4214201	42	14201	QUILOMBO	Sim	Sim	2001	Sim	2001	Sim	Sim	2001	Sim	Sim	2003	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4214300	42	14300	RANCHO QUEIMADO	Sim	Sim	2009	Sim	1999	Sim	Sim	Não foi atualizada	Sim	Sim	2003	Sim	Não	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	-	Não sabe informar
4214409	42	14409	RIO DAS ANTAS	Sim	Sim	2014	Sim	1976	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não	Sim
4214508	42	14508	RIO DO CAMPO	Sim	Sim	2009	Sim	2009	Sim	Sim	2009	Não	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4214607	42	14607	RIO DO OESTE	Sim	Sim	2010	Sim	1995	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	-	Não
4214706	42	14706	RIO DOS CEDROS	Sim	Sim	2004	Sim	2002	Sim	Sim	2002	Sim	Sim	2007	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4214805	42	14805	RIO DO SUL	Sim	Sim	2013	Sim	2003	Sim	Sim	2013	Sim	Sim	2013	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	-	Não sabe informar
4214904	42	14904	RIO FORTUNA	Sim	Sim	1996	Sim	1995	Sim	Sim	2004	Sim	Não	2003	Sim	Não	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4215000	42	15000	RIO NEGRINHO	Sim	Sim	1998	Sim	2004	Sim	Não	Não foi atualizada	Sim	Sim	2003	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
4215059	42	15059	RIO RUFINO	Sim	Sim	2003	Sim	2003	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215075	42	15075	RIQUEZA	Sim	Sim	Não soube informar*	Sim	2010	Sim	Sim	Não soube informar*	Sim	Sim	Não soube informar*	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215109	42	15109	RODEIO	Sim	Sim	2005	Sim	2003	Sim	Sim	2013	Sim	Sim	2003	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
4215208	42	15208	ROMELANDIA	Sim	Sim	2014	Sim	1997	Sim	Sim	2013	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215307	42	15307	SALETE	Sim	Sim	2001	Sim	2002	Sim	Sim	2002	Sim	Sim	2002	Sim	Sim	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4215356	42	15356	SALTINHO	Sim	Sim	2005	Sim	1997	Sim	Sim	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215406	42	15406	SALTO VELOSO	Sim	Sim	2001	Sim	1991	Sim	Sim	2014	Sim	Sim	2013	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215455	42	15455	SANGAO	Sim	Sim	2013	Sim	2007	Sim	Sim	2013	Sim	Sim	2007	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215505	42	15505	SANTA CECILIA	Sim	Sim	2000	Sim	2000	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4215554	42	15554	SANTA HELENA	Sim	Sim	2005	Sim	2005	Sim	Sim	2005	Sim	Sim	2011	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215604	42	15604	SANTA ROSA DE LIMA	Sim	Sim	1999	Sim	1999	Sim	Sim	2010	Sim	Sim	2005	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
4215653	42	15653	SANTA ROSA DO SUL	Sim	Sim	2010	Sim	1991	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215679	42	15679	SANTA TEREZINHA	Sim	Sim	1994	Sim	1994	Sim	Sim	1994	Sim	Sim	1994	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4215687	42	15687	SANTA TEREZINHA DO PROGRESSO	Sim	Sim	2011	Sim	2011	Sim	Sim	2011	Sim	Sim	2011	Sim	Não	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215695	42	15695	SANTIAGO DO SUL	Sim	Não	2009	Sim	1998	Sim	Não	2009	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4215703	42	15703	SANTO AMARO DA IMPERATRIZ	Sim	Sim	2006	Sim	1995	Sim	Sim	2006	Sim	Sim	2003	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215752	42	15752	SAO BERNARDINO	Sim	Sim	2004	Sim	2003	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4215802	42	15802	SAO BENTO DO SUL	Sim	Sim	2006	Sim	1997	Sim	Não	2005	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Sim
4215901	42	15901	SAO BONIFACIO	Sim	Sim	2006	Sim	2002	Sim	Sim	2010	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4216008	42	16008	SAO CARLOS	Sim	Sim	2010	Sim	2010	Sim	Sim	Não foi atualizada	Sim	Sim	2010	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
