A1	A199	A200	A201	A202	A203	A204
2206654	Nordeste	22	PI	MORRO CABECA NO TEMPO	1 - Até 5000	4073
2206670	Nordeste	22	PI	MORRO DO CHAPEU DO PIAUI	2 - 5001 até 10000	6657
2206696	Nordeste	22	PI	MURICI DOS PORTELAS	2 - 5001 até 10000	8903
2206704	Nordeste	22	PI	NAZARE DO PIAUI	2 - 5001 até 10000	7261
2206720	Nordeste	22	PI	NAZARIA	2 - 5001 até 10000	8366
2206753	Nordeste	22	PI	NOSSA SENHORA DE NAZARE	1 - Até 5000	4747
2206803	Nordeste	22	PI	NOSSA SENHORA DOS REMEDIOS	2 - 5001 até 10000	8491
2206902	Nordeste	22	PI	NOVO ORIENTE DO PIAUI	2 - 5001 até 10000	6483
2206951	Nordeste	22	PI	NOVO SANTO ANTONIO	1 - Até 5000	3387
2207009	Nordeste	22	PI	OEIRAS	4 - 20001 até 50000	36329
2207108	Nordeste	22	PI	OLHO D'AGUA DO PIAUI	1 - Até 5000	2400
2207207	Nordeste	22	PI	PADRE MARCOS	2 - 5001 até 10000	6748
2207306	Nordeste	22	PI	PAES LANDIM	1 - Até 5000	4071
2207355	Nordeste	22	PI	PAJEU DO PIAUI	1 - Até 5000	3308
2207405	Nordeste	22	PI	PALMEIRA DO PIAUI	1 - Até 5000	4980
2207504	Nordeste	22	PI	PALMEIRAIS	3 - 10001 até 20000	14206
2207553	Nordeste	22	PI	PAQUETA	1 - Até 5000	3900
2207603	Nordeste	22	PI	PARNAGUA	3 - 10001 até 20000	10561
2207702	Nordeste	22	PI	PARNAIBA	6 - 100001 até 500000	149803
2207751	Nordeste	22	PI	PASSAGEM FRANCA DO PIAUI	1 - Até 5000	4482
2207777	Nordeste	22	PI	PATOS DO PIAUI	2 - 5001 até 10000	6257
2207793	Nordeste	22	PI	PAU D'ARCO DO PIAUI	1 - Até 5000	3937
2207801	Nordeste	22	PI	PAULISTANA	4 - 20001 até 50000	20168
2207850	Nordeste	22	PI	PAVUSSU	1 - Até 5000	3637
2207900	Nordeste	22	PI	PEDRO II	4 - 20001 até 50000	38055
2207934	Nordeste	22	PI	PEDRO LAURENTINO	1 - Até 5000	2481
2207959	Nordeste	22	PI	NOVA SANTA RITA	1 - Até 5000	4286
2208007	Nordeste	22	PI	PICOS	5 - 50001 até 100000	76544
2208106	Nordeste	22	PI	PIMENTEIRAS	3 - 10001 até 20000	11913
2208205	Nordeste	22	PI	PIO IX	3 - 10001 até 20000	18061
2208304	Nordeste	22	PI	PIRACURUCA	4 - 20001 até 50000	28160
2208403	Nordeste	22	PI	PIRIPIRI	5 - 50001 até 100000	62650
2208502	Nordeste	22	PI	PORTO	3 - 10001 até 20000	12284
2208551	Nordeste	22	PI	PORTO ALEGRE DO PIAUI	1 - Até 5000	2647
2208601	Nordeste	22	PI	PRATA DO PIAUI	1 - Até 5000	3106
2208650	Nordeste	22	PI	QUEIMADA NOVA	2 - 5001 até 10000	8796
2208700	Nordeste	22	PI	REDENCAO DO GURGUEIA	2 - 5001 até 10000	8600
2208809	Nordeste	22	PI	REGENERACAO	3 - 10001 até 20000	17697
2208858	Nordeste	22	PI	RIACHO FRIO	1 - Até 5000	4252
2208874	Nordeste	22	PI	RIBEIRA DO PIAUI	1 - Até 5000	4381
2208908	Nordeste	22	PI	RIBEIRO GONCALVES	2 - 5001 até 10000	7151
2209005	Nordeste	22	PI	RIO GRANDE DO PIAUI	2 - 5001 até 10000	6329
2209104	Nordeste	22	PI	SANTA CRUZ DO PIAUI	2 - 5001 até 10000	6127
2209153	Nordeste	22	PI	SANTA CRUZ DOS MILAGRES	1 - Até 5000	3926
2209203	Nordeste	22	PI	SANTA FILOMENA	2 - 5001 até 10000	6153
2209302	Nordeste	22	PI	SANTA LUZ	2 - 5001 até 10000	5719
2209351	Nordeste	22	PI	SANTANA DO PIAUI	1 - Até 5000	4544
2209377	Nordeste	22	PI	SANTA ROSA DO PIAUI	2 - 5001 até 10000	5178
2209401	Nordeste	22	PI	SANTO ANTONIO DE LISBOA	2 - 5001 até 10000	6244
2209450	Nordeste	22	PI	SANTO ANTONIO DOS MILAGRES	1 - Até 5000	2115
2209500	Nordeste	22	PI	SANTO INACIO DO PIAUI	1 - Até 5000	3720
2209559	Nordeste	22	PI	SAO BRAZ DO PIAUI	1 - Até 5000	4371
2209609	Nordeste	22	PI	SAO FELIX DO PIAUI	1 - Até 5000	2920
2209658	Nordeste	22	PI	SAO FRANCISCO DE ASSIS DO PIAUI	2 - 5001 até 10000	5786
2209708	Nordeste	22	PI	SAO FRANCISCO DO PIAUI	2 - 5001 até 10000	6329
2209757	Nordeste	22	PI	SAO GONCALO DO GURGUEIA	1 - Até 5000	2960
2209807	Nordeste	22	PI	SAO GONCALO DO PIAUI	1 - Até 5000	4903
2209856	Nordeste	22	PI	SAO JOAO DA CANABRAVA	1 - Até 5000	4523
2209872	Nordeste	22	PI	SAO JOAO DA FRONTEIRA	2 - 5001 até 10000	5898
2209906	Nordeste	22	PI	SAO JOAO DA SERRA	2 - 5001 até 10000	6081
2209955	Nordeste	22	PI	SAO JOAO DA VARJOTA	1 - Até 5000	4747
2209971	Nordeste	22	PI	SAO JOAO DO ARRAIAL	2 - 5001 até 10000	7755
2210003	Nordeste	22	PI	SAO JOAO DO PIAUI	4 - 20001 até 50000	20146
2210052	Nordeste	22	PI	SAO JOSE DO DIVINO	2 - 5001 até 10000	5246
2210102	Nordeste	22	PI	SAO JOSE DO PEIXE	1 - Até 5000	3697
2210201	Nordeste	22	PI	SAO JOSE DO PIAUI	2 - 5001 até 10000	6610
2210300	Nordeste	22	PI	SAO JULIAO	2 - 5001 até 10000	6244
2210359	Nordeste	22	PI	SAO LOURENCO DO PIAUI	1 - Até 5000	4493
2210375	Nordeste	22	PI	SAO LUIS DO PIAUI	1 - Até 5000	2595
2210383	Nordeste	22	PI	SAO MIGUEL DA BAIXA GRANDE	1 - Até 5000	2409
2210391	Nordeste	22	PI	SAO MIGUEL DO FIDALGO	1 - Até 5000	2993
2210409	Nordeste	22	PI	SAO MIGUEL DO TAPUIO	3 - 10001 até 20000	18105
2210508	Nordeste	22	PI	SAO PEDRO DO PIAUI	3 - 10001 até 20000	13994
2210607	Nordeste	22	PI	SAO RAIMUNDO NONATO	4 - 20001 até 50000	33802
2210623	Nordeste	22	PI	SEBASTIAO BARROS	1 - Até 5000	3455
2210631	Nordeste	22	PI	SEBASTIAO LEAL	1 - Até 5000	4209
2210656	Nordeste	22	PI	SIGEFREDO PACHECO	2 - 5001 até 10000	9854
2210706	Nordeste	22	PI	SIMOES	3 - 10001 até 20000	14411
2210805	Nordeste	22	PI	SIMPLICIO MENDES	3 - 10001 até 20000	12424
2210904	Nordeste	22	PI	SOCORRO DO PIAUI	1 - Até 5000	4512
2210938	Nordeste	22	PI	SUSSUAPARA	2 - 5001 até 10000	6545
2210953	Nordeste	22	PI	TAMBORIL DO PIAUI	1 - Até 5000	2851
2210979	Nordeste	22	PI	TANQUE DO PIAUI	1 - Até 5000	2703
2211001	Nordeste	22	PI	TERESINA	7 - Maior que 500000	844245
2211100	Nordeste	22	PI	UNIAO	4 - 20001 até 50000	43606
2211209	Nordeste	22	PI	URUCUI	4 - 20001 até 50000	21011
2211308	Nordeste	22	PI	VALENCA DO PIAUI	4 - 20001 até 50000	20568
2211357	Nordeste	22	PI	VARZEA BRANCA	1 - Até 5000	4889
2211407	Nordeste	22	PI	VARZEA GRANDE	1 - Até 5000	4334
2211506	Nordeste	22	PI	VERA MENDES	1 - Até 5000	3025
2211605	Nordeste	22	PI	VILA NOVA DO PIAUI	1 - Até 5000	2965
2211704	Nordeste	22	PI	WALL FERRAZ	1 - Até 5000	4375
2300101	Nordeste	23	CE	ABAIARA	3 - 10001 até 20000	11357
2300150	Nordeste	23	CE	ACARAPE	3 - 10001 até 20000	16288
2300200	Nordeste	23	CE	ACARAU	5 - 50001 até 100000	61210
2300309	Nordeste	23	CE	ACOPIARA	5 - 50001 até 100000	53135
2300408	Nordeste	23	CE	AIUABA	3 - 10001 até 20000	16997
2300507	Nordeste	23	CE	ALCANTARAS	3 - 10001 até 20000	11321
2300606	Nordeste	23	CE	ALTANEIRA	2 - 5001 até 10000	7344
2300705	Nordeste	23	CE	ALTO SANTO	3 - 10001 até 20000	16876
2300754	Nordeste	23	CE	AMONTADA	4 - 20001 até 50000	42098
2300804	Nordeste	23	CE	ANTONINA DO NORTE	2 - 5001 até 10000	7227
2300903	Nordeste	23	CE	APUIARES	3 - 10001 até 20000	14565
2301000	Nordeste	23	CE	AQUIRAZ	5 - 50001 até 100000	77717
2301109	Nordeste	23	CE	ARACATI	5 - 50001 até 100000	72727
2301208	Nordeste	23	CE	ARACOIABA	4 - 20001 até 50000	26134
2301257	Nordeste	23	CE	ARARENDA	3 - 10001 até 20000	10775
2301307	Nordeste	23	CE	ARARIPE	4 - 20001 até 50000	21289
2301406	Nordeste	23	CE	ARATUBA	3 - 10001 até 20000	11358
2301505	Nordeste	23	CE	ARNEIROZ	2 - 5001 até 10000	7771
2301604	Nordeste	23	CE	ASSARE	4 - 20001 até 50000	23126
2301703	Nordeste	23	CE	AURORA	4 - 20001 até 50000	24602
2301802	Nordeste	23	CE	BAIXIO	2 - 5001 até 10000	6198
2301851	Nordeste	23	CE	BANABUIU	3 - 10001 até 20000	17906
2301901	Nordeste	23	CE	BARBALHA	5 - 50001 até 100000	58855
2301950	Nordeste	23	CE	BARREIRA	4 - 20001 até 50000	20687
2302008	Nordeste	23	CE	BARRO	4 - 20001 até 50000	22279
2302057	Nordeste	23	CE	BARROQUINHA	3 - 10001 até 20000	14828
2302107	Nordeste	23	CE	BATURITE	4 - 20001 até 50000	34949
2302206	Nordeste	23	CE	BEBERIBE	5 - 50001 até 100000	52310
2302305	Nordeste	23	CE	BELA CRUZ	4 - 20001 até 50000	32103
2302404	Nordeste	23	CE	BOA VIAGEM	5 - 50001 até 100000	53838
2302503	Nordeste	23	CE	BREJO SANTO	4 - 20001 até 50000	48056
2302602	Nordeste	23	CE	CAMOCIM	5 - 50001 até 100000	62473
2302701	Nordeste	23	CE	CAMPOS SALES	4 - 20001 até 50000	27123
2302800	Nordeste	23	CE	CANINDE	5 - 50001 até 100000	76998
2302909	Nordeste	23	CE	CAPISTRANO	3 - 10001 até 20000	17573
2303006	Nordeste	23	CE	CARIDADE	4 - 20001 até 50000	21800
2303105	Nordeste	23	CE	CARIRE	3 - 10001 até 20000	18645
2303204	Nordeste	23	CE	CARIRIACU	4 - 20001 até 50000	26858
2303303	Nordeste	23	CE	CARIUS	3 - 10001 até 20000	18810
2303402	Nordeste	23	CE	CARNAUBAL	3 - 10001 até 20000	17463
2303501	Nordeste	23	CE	CASCAVEL	5 - 50001 até 100000	70047
2303600	Nordeste	23	CE	CATARINA	4 - 20001 até 50000	20079
2303659	Nordeste	23	CE	CATUNDA	3 - 10001 até 20000	10294
2303709	Nordeste	23	CE	CAUCAIA	6 - 100001 até 500000	353932
2303808	Nordeste	23	CE	CEDRO	4 - 20001 até 50000	25013
2303907	Nordeste	23	CE	CHAVAL	3 - 10001 até 20000	12910
2303931	Nordeste	23	CE	CHORO	3 - 10001 até 20000	13294
2303956	Nordeste	23	CE	CHOROZINHO	3 - 10001 até 20000	19192
2304004	Nordeste	23	CE	COREAU	4 - 20001 até 50000	22889
2304103	Nordeste	23	CE	CRATEUS	5 - 50001 até 100000	74271
2304202	Nordeste	23	CE	CRATO	6 - 100001 até 500000	128680
2304236	Nordeste	23	CE	CROATA	3 - 10001 até 20000	17728
2304251	Nordeste	23	CE	CRUZ	4 - 20001 até 50000	23677
2304269	Nordeste	23	CE	DEPUTADO IRAPUAN PINHEIRO	2 - 5001 até 10000	9444
2304277	Nordeste	23	CE	ERERE	2 - 5001 até 10000	7104
2304285	Nordeste	23	CE	EUSEBIO	5 - 50001 até 100000	51127
2304301	Nordeste	23	CE	FARIAS BRITO	3 - 10001 até 20000	18861
2304350	Nordeste	23	CE	FORQUILHA	4 - 20001 até 50000	23544
2304400	Nordeste	23	CE	FORTALEZA	7 - Maior que 500000	2591188
2304459	Nordeste	23	CE	FORTIM	3 - 10001 até 20000	15951
2304509	Nordeste	23	CE	FRECHEIRINHA	3 - 10001 até 20000	13541
2304608	Nordeste	23	CE	GENERAL SAMPAIO	2 - 5001 até 10000	6763
2304657	Nordeste	23	CE	GRACA	3 - 10001 até 20000	15294
2304707	Nordeste	23	CE	GRANJA	5 - 50001 até 100000	53918
2304806	Nordeste	23	CE	GRANJEIRO	1 - Até 5000	4494
2304905	Nordeste	23	CE	GROAIRAS	3 - 10001 até 20000	10847
2304954	Nordeste	23	CE	GUAIUBA	4 - 20001 até 50000	25841
2305001	Nordeste	23	CE	GUARACIABA DO NORTE	4 - 20001 até 50000	39151
2305100	Nordeste	23	CE	GUARAMIRANGA	1 - Até 5000	3720
2305209	Nordeste	23	CE	HIDROLANDIA	4 - 20001 até 50000	20055
2305233	Nordeste	23	CE	HORIZONTE	5 - 50001 até 100000	63365
2305266	Nordeste	23	CE	IBARETAMA	3 - 10001 até 20000	13188
2305308	Nordeste	23	CE	IBIAPINA	4 - 20001 até 50000	24649
2305332	Nordeste	23	CE	IBICUITINGA	3 - 10001 até 20000	12130
2305357	Nordeste	23	CE	ICAPUI	3 - 10001 até 20000	19418
2305407	Nordeste	23	CE	ICO	5 - 50001 até 100000	67198
2305506	Nordeste	23	CE	IGUATU	6 - 100001 até 500000	101386
2305605	Nordeste	23	CE	INDEPENDENCIA	4 - 20001 até 50000	25957
2305654	Nordeste	23	CE	IPAPORANGA	3 - 10001 até 20000	11499
2305704	Nordeste	23	CE	IPAUMIRIM	3 - 10001 até 20000	12305
2305803	Nordeste	23	CE	IPU	4 - 20001 até 50000	41391
2305902	Nordeste	23	CE	IPUEIRAS	4 - 20001 até 50000	38022
2306009	Nordeste	23	CE	IRACEMA	3 - 10001 até 20000	14071
2306108	Nordeste	23	CE	IRAUCUBA	4 - 20001 até 50000	23543
2306207	Nordeste	23	CE	ITAICABA	2 - 5001 até 10000	7656
2306256	Nordeste	23	CE	ITAITINGA	4 - 20001 até 50000	38540
2306306	Nordeste	23	CE	ITAPAGE	5 - 50001 até 100000	51113
2306405	Nordeste	23	CE	ITAPIPOCA	6 - 100001 até 500000	124950
2306504	Nordeste	23	CE	ITAPIUNA	3 - 10001 até 20000	19724
2306553	Nordeste	23	CE	ITAREMA	4 - 20001 até 50000	40398
2306603	Nordeste	23	CE	ITATIRA	4 - 20001 até 50000	20285
2306702	Nordeste	23	CE	JAGUARETAMA	3 - 10001 até 20000	17997
2306801	Nordeste	23	CE	JAGUARIBARA	3 - 10001 até 20000	11102
2306900	Nordeste	23	CE	JAGUARIBE	4 - 20001 até 50000	34561
2307007	Nordeste	23	CE	JAGUARUANA	4 - 20001 até 50000	33469
2307106	Nordeste	23	CE	JARDIM	4 - 20001 até 50000	27072
2307205	Nordeste	23	CE	JATI	2 - 5001 até 10000	7807
2307254	Nordeste	23	CE	JIJOCA DE JERICOACOARA	3 - 10001 até 20000	18926
2307304	Nordeste	23	CE	JUAZEIRO DO NORTE	6 - 100001 até 500000	266022
2307403	Nordeste	23	CE	JUCAS	4 - 20001 até 50000	24479
2307502	Nordeste	23	CE	LAVRAS DA MANGABEIRA	4 - 20001 até 50000	31383
2307601	Nordeste	23	CE	LIMOEIRO DO NORTE	5 - 50001 até 100000	58175
2307635	Nordeste	23	CE	MADALENA	3 - 10001 até 20000	19425
2307650	Nordeste	23	CE	MARACANAU	6 - 100001 até 500000	221504
2307700	Nordeste	23	CE	MARANGUAPE	6 - 100001 até 500000	123570
2307809	Nordeste	23	CE	MARCO	4 - 20001 até 50000	26484
2307908	Nordeste	23	CE	MARTINOPOLE	3 - 10001 até 20000	10895
2308005	Nordeste	23	CE	MASSAPE	4 - 20001 até 50000	37560
2308104	Nordeste	23	CE	MAURITI	4 - 20001 até 50000	46113
2308203	Nordeste	23	CE	MERUOCA	3 - 10001 até 20000	14674
2308302	Nordeste	23	CE	MILAGRES	4 - 20001 até 50000	28354
2308351	Nordeste	23	CE	MILHA	3 - 10001 até 20000	13170
2308377	Nordeste	23	CE	MIRAIMA	3 - 10001 até 20000	13428
2308401	Nordeste	23	CE	MISSAO VELHA	4 - 20001 até 50000	35240
2308500	Nordeste	23	CE	MOMBACA	4 - 20001 até 50000	43619
2308609	Nordeste	23	CE	MONSENHOR TABOSA	3 - 10001 até 20000	17012
2308708	Nordeste	23	CE	MORADA NOVA	5 - 50001 até 100000	61903
2308807	Nordeste	23	CE	MORAUJO	2 - 5001 até 10000	8520
2308906	Nordeste	23	CE	MORRINHOS	4 - 20001 até 50000	21905
2309003	Nordeste	23	CE	MUCAMBO	3 - 10001 até 20000	14357
2309102	Nordeste	23	CE	MULUNGU	3 - 10001 até 20000	12526
2309201	Nordeste	23	CE	NOVA OLINDA	3 - 10001 até 20000	15181
2309300	Nordeste	23	CE	NOVA RUSSAS	4 - 20001 até 50000	31870
2309409	Nordeste	23	CE	NOVO ORIENTE	4 - 20001 até 50000	28220
2309458	Nordeste	23	CE	OCARA	4 - 20001 até 50000	25123
2309508	Nordeste	23	CE	OROS	4 - 20001 até 50000	21394
2309607	Nordeste	23	CE	PACAJUS	5 - 50001 até 100000	68800
2309706	Nordeste	23	CE	PACATUBA	5 - 50001 até 100000	80378
2309805	Nordeste	23	CE	PACOTI	3 - 10001 até 20000	11910
2309904	Nordeste	23	CE	PACUJA	2 - 5001 até 10000	6168
2310001	Nordeste	23	CE	PALHANO	2 - 5001 até 10000	9209
2310100	Nordeste	23	CE	PALMACIA	3 - 10001 até 20000	12895
2310209	Nordeste	23	CE	PARACURU	4 - 20001 até 50000	33426
2310258	Nordeste	23	CE	PARAIPABA	4 - 20001 até 50000	31986
2310308	Nordeste	23	CE	PARAMBU	4 - 20001 até 50000	31293
2310407	Nordeste	23	CE	PARAMOTI	3 - 10001 até 20000	11549
2310506	Nordeste	23	CE	PEDRA BRANCA	4 - 20001 até 50000	42746
2310605	Nordeste	23	CE	PENAFORTE	2 - 5001 até 10000	8817
2310704	Nordeste	23	CE	PENTECOSTE	4 - 20001 até 50000	36773
2310803	Nordeste	23	CE	PEREIRO	3 - 10001 até 20000	16115
2310852	Nordeste	23	CE	PINDORETAMA	4 - 20001 até 50000	20207
2310902	Nordeste	23	CE	PIQUET CARNEIRO	3 - 10001 até 20000	16461
2310951	Nordeste	23	CE	PIRES FERREIRA	3 - 10001 até 20000	10674
2311009	Nordeste	23	CE	PORANGA	3 - 10001 até 20000	12224
2311108	Nordeste	23	CE	PORTEIRAS	3 - 10001 até 20000	15010
2311207	Nordeste	23	CE	POTENGI	3 - 10001 até 20000	10790
2311231	Nordeste	23	CE	POTIRETAMA	2 - 5001 até 10000	6318
2311264	Nordeste	23	CE	QUITERIANOPOLIS	4 - 20001 até 50000	20690
2311306	Nordeste	23	CE	QUIXADA	5 - 50001 até 100000	85351
2311355	Nordeste	23	CE	QUIXELO	3 - 10001 até 20000	14949
2311405	Nordeste	23	CE	QUIXERAMOBIM	5 - 50001 até 100000	77174
2311504	Nordeste	23	CE	QUIXERE	4 - 20001 até 50000	21572
2311603	Nordeste	23	CE	REDENCAO	4 - 20001 até 50000	27272
2311702	Nordeste	23	CE	RERIUTABA	3 - 10001 até 20000	19015
2311801	Nordeste	23	CE	RUSSAS	5 - 50001 até 100000	75018
2311900	Nordeste	23	CE	SABOEIRO	3 - 10001 até 20000	15753
2311959	Nordeste	23	CE	SALITRE	3 - 10001 até 20000	16161
2312007	Nordeste	23	CE	SANTANA DO ACARAU	4 - 20001 até 50000	31596
2312106	Nordeste	23	CE	SANTANA DO CARIRI	3 - 10001 até 20000	17468
2312205	Nordeste	23	CE	SANTA QUITERIA	4 - 20001 até 50000	43359
2312304	Nordeste	23	CE	SAO BENEDITO	4 - 20001 até 50000	46171
2312403	Nordeste	23	CE	SAO GONCALO DO AMARANTE	4 - 20001 até 50000	47297
2312502	Nordeste	23	CE	SAO JOAO DO JAGUARIBE	2 - 5001 até 10000	7721
2312601	Nordeste	23	CE	SAO LUIS DO CURU	3 - 10001 até 20000	12760
2312700	Nordeste	23	CE	SENADOR POMPEU	4 - 20001 até 50000	26547
2312809	Nordeste	23	CE	SENADOR SA	2 - 5001 até 10000	7367
2312908	Nordeste	23	CE	SOBRAL	6 - 100001 até 500000	201756
2313005	Nordeste	23	CE	SOLONOPOLE	3 - 10001 até 20000	18094
2313104	Nordeste	23	CE	TABULEIRO DO NORTE	4 - 20001 até 50000	30263
2313203	Nordeste	23	CE	TAMBORIL	4 - 20001 até 50000	25597
2313252	Nordeste	23	CE	TARRAFAS	2 - 5001 até 10000	8899
2313302	Nordeste	23	CE	TAUA	5 - 50001 até 100000	57701
2313351	Nordeste	23	CE	TEJUCUOCA	3 - 10001 até 20000	18510
2313401	Nordeste	23	CE	TIANGUA	5 - 50001 até 100000	73468
2313500	Nordeste	23	CE	TRAIRI	5 - 50001 até 100000	54418
2313559	Nordeste	23	CE	TURURU	3 - 10001 até 20000	15594
2313609	Nordeste	23	CE	UBAJARA	4 - 20001 até 50000	33792
2313708	Nordeste	23	CE	UMARI	2 - 5001 até 10000	7665
2313757	Nordeste	23	CE	UMIRIM	3 - 10001 até 20000	19521
2313807	Nordeste	23	CE	URUBURETAMA	4 - 20001 até 50000	21206
2313906	Nordeste	23	CE	URUOCA	3 - 10001 até 20000	13519
2313955	Nordeste	23	CE	VARJOTA	3 - 10001 até 20000	18136
2314003	Nordeste	23	CE	VARZEA ALEGRE	4 - 20001 até 50000	40062
2314102	Nordeste	23	CE	VICOSA DO CEARA	5 - 50001 até 100000	58922
2400109	Nordeste	24	RN	ACARI	3 - 10001 até 20000	11344
2400208	Nordeste	24	RN	ACU	5 - 50001 até 100000	57292
2400307	Nordeste	24	RN	AFONSO BEZERRA	3 - 10001 até 20000	11202
2400406	Nordeste	24	RN	AGUA NOVA	1 - Até 5000	3210
2400505	Nordeste	24	RN	ALEXANDRIA	3 - 10001 até 20000	13852
2400604	Nordeste	24	RN	ALMINO AFONSO	1 - Até 5000	4899
2400703	Nordeste	24	RN	ALTO DO RODRIGUES	3 - 10001 até 20000	13915
2400802	Nordeste	24	RN	ANGICOS	3 - 10001 até 20000	11907
2400901	Nordeste	24	RN	ANTONIO MARTINS	2 - 5001 até 10000	7205
2401008	Nordeste	24	RN	APODI	4 - 20001 até 50000	36189
2401107	Nordeste	24	RN	AREIA BRANCA	4 - 20001 até 50000	27356
2401206	Nordeste	24	RN	ARES	3 - 10001 até 20000	14042
2401305	Nordeste	24	RN	AUGUSTO SEVERO	2 - 5001 até 10000	9716
2401404	Nordeste	24	RN	BAIA FORMOSA	2 - 5001 até 10000	9182
2401453	Nordeste	24	RN	BARAUNA	4 - 20001 até 50000	27238
2401503	Nordeste	24	RN	BARCELONA	1 - Até 5000	4066
2401602	Nordeste	24	RN	BENTO FERNANDES	2 - 5001 até 10000	5458
2401651	Nordeste	24	RN	BODO	1 - Até 5000	2358
2401701	Nordeste	24	RN	BOM JESUS	3 - 10001 até 20000	10114
2401800	Nordeste	24	RN	BREJINHO	3 - 10001 até 20000	12509
2401859	Nordeste	24	RN	CAICARA DO NORTE	2 - 5001 até 10000	6587
2401909	Nordeste	24	RN	CAICARA DO RIO DO VENTO	1 - Até 5000	3608
2402006	Nordeste	24	RN	CAICO	5 - 50001 até 100000	67259
2402105	Nordeste	24	RN	CAMPO REDONDO	3 - 10001 até 20000	11066
2402204	Nordeste	24	RN	CANGUARETAMA	4 - 20001 até 50000	33623
2402303	Nordeste	24	RN	CARAUBAS	4 - 20001 até 50000	20564
2402402	Nordeste	24	RN	CARNAUBA DOS DANTAS	2 - 5001 até 10000	8045
2402501	Nordeste	24	RN	CARNAUBAIS	3 - 10001 até 20000	10760
2402600	Nordeste	24	RN	CEARA-MIRIM	5 - 50001 até 100000	72878
2402709	Nordeste	24	RN	CERRO CORA	3 - 10001 até 20000	11318
2402808	Nordeste	24	RN	CORONEL EZEQUIEL	2 - 5001 até 10000	5587
2402907	Nordeste	24	RN	CORONEL JOAO PESSOA	1 - Até 5000	4963
2403004	Nordeste	24	RN	CRUZETA	2 - 5001 até 10000	8164
2403103	Nordeste	24	RN	CURRAIS NOVOS	4 - 20001 até 50000	44887
2403202	Nordeste	24	RN	DOUTOR SEVERIANO	2 - 5001 até 10000	7184
2403251	Nordeste	24	RN	PARNAMIRIM	6 - 100001 até 500000	242384
2403301	Nordeste	24	RN	ENCANTO	2 - 5001 até 10000	5593
2403400	Nordeste	24	RN	EQUADOR	2 - 5001 até 10000	6087
2403509	Nordeste	24	RN	ESPIRITO SANTO	3 - 10001 até 20000	10727
2403608	Nordeste	24	RN	EXTREMOZ	4 - 20001 até 50000	27525
2403707	Nordeste	24	RN	FELIPE GUERRA	2 - 5001 até 10000	6013
2403756	Nordeste	24	RN	FERNANDO PEDROZA	1 - Até 5000	3037
2403806	Nordeste	24	RN	FLORANIA	2 - 5001 até 10000	9254
2403905	Nordeste	24	RN	FRANCISCO DANTAS	1 - Até 5000	2909
2404002	Nordeste	24	RN	FRUTUOSO GOMES	1 - Até 5000	4228
2404101	Nordeste	24	RN	GALINHOS	1 - Até 5000	2584
2404200	Nordeste	24	RN	GOIANINHA	4 - 20001 até 50000	25292
2404309	Nordeste	24	RN	GOVERNADOR DIX-SEPT ROSADO	3 - 10001 até 20000	13048
2404408	Nordeste	24	RN	GROSSOS	3 - 10001 até 20000	10197
2404507	Nordeste	24	RN	GUAMARE	3 - 10001 até 20000	14633
2404606	Nordeste	24	RN	IELMO MARINHO	3 - 10001 até 20000	13400
2404705	Nordeste	24	RN	IPANGUACU	3 - 10001 até 20000	15147
2404804	Nordeste	24	RN	IPUEIRA	1 - Até 5000	2221
2404853	Nordeste	24	RN	ITAJA	2 - 5001 até 10000	7457
2404903	Nordeste	24	RN	ITAU	2 - 5001 até 10000	5878
2405009	Nordeste	24	RN	JACANA	2 - 5001 até 10000	8827
2405108	Nordeste	24	RN	JANDAIRA	2 - 5001 até 10000	6898
2405207	Nordeste	24	RN	JANDUIS	2 - 5001 até 10000	5419
2405306	Nordeste	24	RN	JANUARIO CICCO	2 - 5001 até 10000	9879
2405405	Nordeste	24	RN	JAPI	2 - 5001 até 10000	5366
2405504	Nordeste	24	RN	JARDIM DE ANGICOS	1 - Até 5000	2669
2405603	Nordeste	24	RN	JARDIM DE PIRANHAS	3 - 10001 até 20000	14606
2405702	Nordeste	24	RN	JARDIM DO SERIDO	3 - 10001 até 20000	12553
2405801	Nordeste	24	RN	JOAO CAMARA	4 - 20001 até 50000	34585
2405900	Nordeste	24	RN	JOAO DIAS	1 - Até 5000	2691
2406007	Nordeste	24	RN	JOSE DA PENHA	2 - 5001 até 10000	6049
2406106	Nordeste	24	RN	JUCURUTU	3 - 10001 até 20000	18450
2406155	Nordeste	24	RN	JUNDIA	1 - Até 5000	3851
2406205	Nordeste	24	RN	LAGOA D'ANTA	2 - 5001 até 10000	6692
2406304	Nordeste	24	RN	LAGOA DE PEDRAS	2 - 5001 até 10000	7478
2406403	Nordeste	24	RN	LAGOA DE VELHOS	1 - Até 5000	2765
2406502	Nordeste	24	RN	LAGOA NOVA	3 - 10001 até 20000	15274
2406601	Nordeste	24	RN	LAGOA SALGADA	2 - 5001 até 10000	8142
2406700	Nordeste	24	RN	LAJES	3 - 10001 até 20000	11151
2406809	Nordeste	24	RN	LAJES PINTADAS	1 - Até 5000	4803
2406908	Nordeste	24	RN	LUCRECIA	1 - Até 5000	3933
2407005	Nordeste	24	RN	LUIS GOMES	3 - 10001 até 20000	10129
2407104	Nordeste	24	RN	MACAIBA	5 - 50001 até 100000	78021
2407203	Nordeste	24	RN	MACAU	4 - 20001 até 50000	31318
