A1	Codigouf	Codigomunicipio	Nome	A151	A152	A153	A154	A155	A156	A157	A158	A159	A160	A161	A162	A163	A164	A165	A166	A167	A168	A169	A170	A171	A172	A173	A174	A175	A176	A177	A178	A179	A180	A181	A182	A183	A184	A185	A186	A187	A188	A189	A190	A191	A192	A193	A194	A195	A196	A197	A198
2109007	21	9007	PORTO FRANCO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109056	21	9056	PORTO RICO DO MARANHAO	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
2109106	21	9106	PRESIDENTE DUTRA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109205	21	9205	PRESIDENTE JUSCELINO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109239	21	9239	PRESIDENTE MEDICI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109270	21	9270	PRESIDENTE SARNEY	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109304	21	9304	PRESIDENTE VARGAS	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não
2109403	21	9403	PRIMEIRA CRUZ	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado
2109452	21	9452	RAPOSA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109502	21	9502	RIACHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109551	21	9551	RIBAMAR FIQUENE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109601	21	9601	ROSARIO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109700	21	9700	SAMBAIBA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109759	21	9759	SANTA FILOMENA DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109809	21	9809	SANTA HELENA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2109908	21	9908	SANTA INES	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110005	21	10005	SANTA LUZIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110039	21	10039	SANTA LUZIA DO PARUA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110104	21	10104	SANTA QUITERIA DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110203	21	10203	SANTA RITA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110237	21	10237	SANTANA DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110278	21	10278	SANTO AMARO DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110302	21	10302	SANTO ANTONIO DOS LOPES	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110401	21	10401	SAO BENEDITO DO RIO PRETO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110500	21	10500	SAO BENTO	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Não	Sim	Sim	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110609	21	10609	SAO BERNARDO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110658	21	10658	SAO DOMINGOS DO AZEITAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110708	21	10708	SAO DOMINGOS DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110807	21	10807	SAO FELIX DE BALSAS	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2110856	21	10856	SAO FRANCISCO DO BREJAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não
2110906	21	10906	SAO FRANCISCO DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111003	21	11003	SAO JOAO BATISTA	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
2111029	21	11029	SAO JOAO DO CARU	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111052	21	11052	SAO JOAO DO PARAISO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111078	21	11078	SAO JOAO DO SOTER	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111102	21	11102	SAO JOAO DOS PATOS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111201	21	11201	SAO JOSE DE RIBAMAR	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-
2111250	21	11250	SAO JOSE DOS BASILIOS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111300	21	11300	SAO LUIS	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado	Não informado
2111409	21	11409	SAO LUIS GONZAGA DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111508	21	11508	SAO MATEUS DO MARANHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111532	21	11532	SAO PEDRO DA AGUA BRANCA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não
2111573	21	11573	SAO PEDRO DOS CRENTES	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111607	21	11607	SAO RAIMUNDO DAS MANGABEIRAS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111631	21	11631	SAO RAIMUNDO DO DOCA BEZERRA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111672	21	11672	SAO ROBERTO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111706	21	11706	SAO VICENTE FERRER	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
2111722	21	11722	SATUBINHA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111748	21	11748	SENADOR ALEXANDRE COSTA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111763	21	11763	SENADOR LA ROCQUE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111789	21	11789	SERRANO DO MARANHAO	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Não	Sim	Sim	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111805	21	11805	SITIO NOVO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111904	21	11904	SUCUPIRA DO NORTE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2111953	21	11953	SUCUPIRA DO RIACHAO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112001	21	12001	TASSO FRAGOSO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112100	21	12100	TIMBIRAS	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112209	21	12209	TIMON	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112233	21	12233	TRIZIDELA DO VALE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112274	21	12274	TUFILANDIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112308	21	12308	TUNTUM	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112407	21	12407	TURIACU	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112456	21	12456	TURILANDIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112506	21	12506	TUTOIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112605	21	12605	URBANO SANTOS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112704	21	12704	VARGEM GRANDE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112803	21	12803	VIANA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2112852	21	12852	VILA NOVA DOS MARTIRIOS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não
2112902	21	12902	VITORIA DO MEARIM	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Sim	Sim	Não	Não
2113009	21	13009	VITORINO FREIRE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-
2114007	21	14007	ZE DOCA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200053	22	53	ACAUA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200103	22	103	AGRICOLANDIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200202	22	202	AGUA BRANCA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Sim	Sim	Não	Não
2200251	22	251	ALAGOINHA DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200277	22	277	ALEGRETE DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200301	22	301	ALTO LONGA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200400	22	400	ALTOS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200459	22	459	ALVORADA DO GURGUEIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200509	22	509	AMARANTE	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200608	22	608	ANGICAL DO PIAUI	Não	-	-	-	Sim	Sim	Não	Não	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200707	22	707	ANISIO DE ABREU	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200806	22	806	ANTONIO ALMEIDA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200905	22	905	AROAZES	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2200954	22	954	AROEIRAS DO ITAIM	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201002	22	1002	ARRAIAL	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201051	22	1051	ASSUNCAO DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201101	22	1101	AVELINO LOPES	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201150	22	1150	BAIXA GRANDE DO RIBEIRO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201176	22	1176	BARRA D'ALCANTARA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201200	22	1200	BARRAS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201309	22	1309	BARREIRAS DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201408	22	1408	BARRO DURO	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201507	22	1507	BATALHA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201556	22	1556	BELA VISTA DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201572	22	1572	BELEM DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201606	22	1606	BENEDITINOS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201705	22	1705	BERTOLINIA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201739	22	1739	BETANIA DO PIAUI	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201770	22	1770	BOA HORA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201804	22	1804	BOCAINA	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
2201903	22	1903	BOM JESUS	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-	Não	-	-	-
