A1	Codigouf	Codigomunicipio	Nome	A118	A119	A120	A121	A122	A123	A124	A125	A126	A127	A128	A129	A130	A131	A132	A133	A134	A135	A136	A137	A138	A139
1400472	14	472	RORAINOPOLIS	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Sim	Sim	Sim	Sim	Sim
1400506	14	506	SAO JOAO DA BALIZA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1400605	14	605	SAO LUIZ	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não
1400704	14	704	UIRAMUTA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1500107	15	107	ABAETETUBA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim
1500131	15	131	ABEL FIGUEIREDO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-
1500206	15	206	ACARA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1500305	15	305	AFUA	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
1500347	15	347	AGUA AZUL DO NORTE	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
1500404	15	404	ALENQUER	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1500503	15	503	ALMEIRIM	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1500602	15	602	ALTAMIRA	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1500701	15	701	ANAJAS	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1500800	15	800	ANANINDEUA	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não
1500859	15	859	ANAPU	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1500909	15	909	AUGUSTO CORREA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
1500958	15	958	AURORA DO PARA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501006	15	1006	AVEIRO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501105	15	1105	BAGRE	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1501204	15	1204	BAIAO	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1501253	15	1253	BANNACH	Sim	Não	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Sim
1501303	15	1303	BARCARENA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501402	15	1402	BELEM	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim
1501451	15	1451	BELTERRA	Sim	Não	Não	Sim	Sim	Não	Sim	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501501	15	1501	BENEVIDES	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1501576	15	1576	BOM JESUS DO TOCANTINS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501600	15	1600	BONITO	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
1501709	15	1709	BRAGANCA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
1501725	15	1725	BRASIL NOVO	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim
1501758	15	1758	BREJO GRANDE DO ARAGUAIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não
1501782	15	1782	BREU BRANCO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501808	15	1808	BREVES	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1501907	15	1907	BUJARU	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
1501956	15	1956	CACHOEIRA DO PIRIA	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Não
1502004	15	2004	CACHOEIRA DO ARARI	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
1502103	15	2103	CAMETA	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1502152	15	2152	CANAA DOS CARAJAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
1502202	15	2202	CAPANEMA	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1502301	15	2301	CAPITAO POCO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1502400	15	2400	CASTANHAL	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
1502509	15	2509	CHAVES	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim
1502608	15	2608	COLARES	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Sim	Não	Sim	Sim	Sim
1502707	15	2707	CONCEICAO DO ARAGUAIA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-
1502756	15	2756	CONCORDIA DO PARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
1502764	15	2764	CUMARU DO NORTE	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-
1502772	15	2772	CURIONOPOLIS	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
1502806	15	2806	CURRALINHO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1502855	15	2855	CURUA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim
1502905	15	2905	CURUCA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim
1502939	15	2939	DOM ELISEU	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não
1502954	15	2954	ELDORADO DOS CARAJAS	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1503002	15	3002	FARO	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Sim	Não
1503044	15	3044	FLORESTA DO ARAGUAIA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Sim	Sim
1503077	15	3077	GARRAFAO DO NORTE	Sim	Não	Não	Não	Não	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1503093	15	3093	GOIANESIA DO PARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
1503101	15	3101	GURUPA	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Sim
1503200	15	3200	IGARAPE-ACU	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não
1503309	15	3309	IGARAPE-MIRI	Sim	Não	Não	Sim	Sim	Não	Sim	Não sabe informar	-	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Sim	Sim
1503408	15	3408	INHANGAPI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim
1503457	15	3457	IPIXUNA DO PARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1503507	15	3507	IRITUIA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1503606	15	3606	ITAITUBA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Não	Sim	Sim
1503705	15	3705	ITUPIRANGA	Sim	Não	Não	Não	Sim	Não	Sim	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1503754	15	3754	JACAREACANGA	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não sabe informar	-	-	-	-	-	-
1503804	15	3804	JACUNDA	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
1503903	15	3903	JURUTI	Não sabe informar	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1504000	15	4000	LIMOEIRO DO AJURU	Sim	Não	Não	Sim	Sim	Não	Não	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504059	15	4059	MAE DO RIO	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
1504109	15	4109	MAGALHAES BARATA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não
1504208	15	4208	MARABA	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1504307	15	4307	MARACANA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não
1504406	15	4406	MARAPANIM	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Nenhuma atividade	-	-	-	-	-	-
1504422	15	4422	MARITUBA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não
1504455	15	4455	MEDICILANDIA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1504505	15	4505	MELGACO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1504604	15	4604	MOCAJUBA	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504703	15	4703	MOJU	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504752	15	4752	MOJUI DOS CAMPOS	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504802	15	4802	MONTE ALEGRE	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504901	15	4901	MUANA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504950	15	4950	NOVA ESPERANCA DO PIRIA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1504976	15	4976	NOVA IPIXUNA	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
1505007	15	5007	NOVA TIMBOTEUA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
1505031	15	5031	NOVO PROGRESSO	Não sabe informar	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Não sabe informar	-	-	-	-	-	-
1505064	15	5064	NOVO REPARTIMENTO	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
1505106	15	5106	OBIDOS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim
1505205	15	5205	OEIRAS DO PARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1505304	15	5304	ORIXIMINA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
1505403	15	5403	OUREM	Sim	Não	Não	Sim	Sim	Não	Sim	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Sim	Sim
1505437	15	5437	OURILANDIA DO NORTE	Sim	Não	Não	Não	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1505486	15	5486	PACAJA	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1505494	15	5494	PALESTINA DO PARA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não
1505502	15	5502	PARAGOMINAS	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1505536	15	5536	PARAUAPEBAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
1505551	15	5551	PAU D'ARCO	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não
1505601	15	5601	PEIXE-BOI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1505635	15	5635	PICARRA	Sim	Não	Não	Sim	Sim	Sim	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Sim	Não	Sim	Sim	Sim
1505650	15	5650	PLACAS	Não contratou	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1505700	15	5700	PONTA DE PEDRAS	Sim	Não	Sim	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Não
1505809	15	5809	PORTEL	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1505908	15	5908	PORTO DE MOZ	Sim	Não	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Não
1506005	15	6005	PRAINHA	Sim	Não	Sim	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1506104	15	6104	PRIMAVERA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Não
1506112	15	6112	QUATIPURU	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
1506138	15	6138	REDENCAO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506161	15	6161	RIO MARIA	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
1506187	15	6187	RONDON DO PARA	Sim	Não	Não	Sim	Sim	Sim	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506195	15	6195	RUROPOLIS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1506203	15	6203	SALINOPOLIS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506302	15	6302	SALVATERRA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1506351	15	6351	SANTA BARBARA DO PARA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506401	15	6401	SANTA CRUZ DO ARARI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
1506500	15	6500	SANTA ISABEL DO PARA	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
1506559	15	6559	SANTA LUZIA DO PARA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não
1506583	15	6583	SANTA MARIA DAS BARREIRAS	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Não	Não
1506609	15	6609	SANTA MARIA DO PARA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Não	Não
1506708	15	6708	SANTANA DO ARAGUAIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-
1506807	15	6807	SANTAREM	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506906	15	6906	SANTAREM NOVO	Sim	Não	Sim	Sim	Sim	Não	Não	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1507003	15	7003	SANTO ANTONIO DO TAUA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
1507102	15	7102	SAO CAETANO DE ODIVELAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
1507151	15	7151	SAO DOMINGOS DO ARAGUAIA	Não contratou	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1507201	15	7201	SAO DOMINGOS DO CAPIM	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
1507300	15	7300	SAO FELIX DO XINGU	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
1507409	15	7409	SAO FRANCISCO DO PARA	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim
1507458	15	7458	SAO GERALDO DO ARAGUAIA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1507466	15	7466	SAO JOAO DA PONTA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não
1507474	15	7474	SAO JOAO DE PIRABAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
1507508	15	7508	SAO JOAO DO ARAGUAIA	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1507607	15	7607	SAO MIGUEL DO GUAMA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
1507706	15	7706	SAO SEBASTIAO DA BOA VISTA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1507755	15	7755	SAPUCAIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
1507805	15	7805	SENADOR JOSE PORFIRIO	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1507904	15	7904	SOURE	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1507953	15	7953	TAILANDIA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim
1507961	15	7961	TERRA ALTA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não
1507979	15	7979	TERRA SANTA	Sim	Não	Não	Não	Não	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1508001	15	8001	TOME-ACU	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não
1508035	15	8035	TRACUATEUA	Sim	Não	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-
1508050	15	8050	TRAIRAO	Sim	Não	Não	Sim	Sim	Sim	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Sim	Sim
1508084	15	8084	TUCUMA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
1508100	15	8100	TUCURUI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
1508126	15	8126	ULIANOPOLIS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1508159	15	8159	URUARA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1508209	15	8209	VIGIA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
1508308	15	8308	VISEU	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1508357	15	8357	VITORIA DO XINGU	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
