A1	Codigouf	Codigomunicipio	Nome	A118	A119	A120	A121	A122	A123	A124	A125	A126	A127	A128	A129	A130	A131	A132	A133	A134	A135	A136	A137	A138	A139
4115408	41	15408	MARMELEIRO	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não
4115457	41	15457	MARQUINHO	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115507	41	15507	MARUMBI	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim
4115606	41	15606	MATELANDIA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não
4115705	41	15705	MATINHOS	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4115739	41	15739	MATO RICO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115754	41	15754	MAUA DA SERRA	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115804	41	15804	MEDIANEIRA	Não contratou	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115853	41	15853	MERCEDES	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4115903	41	15903	MIRADOR	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4116000	41	16000	MIRASELVA	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Não	Sim
4116059	41	16059	MISSAL	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4116109	41	16109	MOREIRA SALES	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4116208	41	16208	MORRETES	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
4116307	41	16307	MUNHOZ DE MELO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
4116406	41	16406	NOSSA SENHORA DAS GRACAS	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não
4116505	41	16505	NOVA ALIANCA DO IVAI	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4116604	41	16604	NOVA AMERICA DA COLINA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4116703	41	16703	NOVA AURORA	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4116802	41	16802	NOVA CANTU	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4116901	41	16901	NOVA ESPERANCA	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4116950	41	16950	NOVA ESPERANCA DO SUDOESTE	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117008	41	17008	NOVA FATIMA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117057	41	17057	NOVA LARANJEIRAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117107	41	17107	NOVA LONDRINA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117206	41	17206	NOVA OLIMPIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim
4117214	41	17214	NOVA SANTA BARBARA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não
4117222	41	17222	NOVA SANTA ROSA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4117255	41	17255	NOVA PRATA DO IGUACU	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117271	41	17271	NOVA TEBAS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4117297	41	17297	NOVO ITACOLOMI	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4117305	41	17305	ORTIGUEIRA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
4117404	41	17404	OURIZONA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117453	41	17453	OURO VERDE DO OESTE	Não sabe informar	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim
4117503	41	17503	PAICANDU	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-
4117602	41	17602	PALMAS	Não contratou	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117701	41	17701	PALMEIRA	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117800	41	17800	PALMITAL	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4117909	41	17909	PALOTINA	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118006	41	18006	PARAISO DO NORTE	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118105	41	18105	PARANACITY	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4118204	41	18204	PARANAGUA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
4118303	41	18303	PARANAPOEMA	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118402	41	18402	PARANAVAI	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118451	41	18451	PATO BRAGADO	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118501	41	18501	PATO BRANCO	Sim	Sim	Não	Não	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Sim	Sim
4118600	41	18600	PAULA FREITAS	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Sim
4118709	41	18709	PAULO FRONTIN	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118808	41	18808	PEABIRU	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118857	41	18857	PEROBAL	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4118907	41	18907	PEROLA	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119004	41	19004	PEROLA D'OESTE	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119103	41	19103	PIEN	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim
4119152	41	19152	PINHAIS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119202	41	19202	PINHALAO	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4119251	41	19251	PINHAL DE SAO BENTO	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
4119301	41	19301	PINHAO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim
4119400	41	19400	PIRAI DO SUL	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4119509	41	19509	PIRAQUARA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119608	41	19608	PITANGA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119657	41	19657	PITANGUEIRAS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4119707	41	19707	PLANALTINA DO PARANA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4119806	41	19806	PLANALTO	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119905	41	19905	PONTA GROSSA	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4119954	41	19954	PONTAL DO PARANA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não
4120002	41	20002	PORECATU	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4120101	41	20101	PORTO AMAZONAS	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
4120150	41	20150	PORTO BARREIRO	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120200	41	20200	PORTO RICO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4120309	41	20309	PORTO VITORIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não
4120333	41	20333	PRADO FERREIRA	Sim	Sim	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120358	41	20358	PRANCHITA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120408	41	20408	PRESIDENTE CASTELO BRANCO	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120507	41	20507	PRIMEIRO DE MAIO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não
4120606	41	20606	PRUDENTOPOLIS	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4120655	41	20655	QUARTO CENTENARIO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120705	41	20705	QUATIGUA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120804	41	20804	QUATRO BARRAS	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120853	41	20853	QUATRO PONTES	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4120903	41	20903	QUEDAS DO IGUACU	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121000	41	21000	QUERENCIA DO NORTE	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não
4121109	41	21109	QUINTA DO SOL	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Sim	Sim
4121208	41	21208	QUITANDINHA	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não
4121257	41	21257	RAMILANDIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Não
4121307	41	21307	RANCHO ALEGRE	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não
4121356	41	21356	RANCHO ALEGRE D'OESTE	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121406	41	21406	REALEZA	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
4121505	41	21505	REBOUCAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121604	41	21604	RENASCENCA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121703	41	21703	RESERVA	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121752	41	21752	RESERVA DO IGUACU	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121802	41	21802	RIBEIRAO CLARO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4121901	41	21901	RIBEIRAO DO PINHAL	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim
4122008	41	22008	RIO AZUL	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
4122107	41	22107	RIO BOM	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4122156	41	22156	RIO BONITO DO IGUACU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim
4122172	41	22172	RIO BRANCO DO IVAI	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
4122206	41	22206	RIO BRANCO DO SUL	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Sim
4122305	41	22305	RIO NEGRO	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4122404	41	22404	ROLANDIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
4122503	41	22503	RONCADOR	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4122602	41	22602	RONDON	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4122651	41	22651	ROSARIO DO IVAI	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
4122701	41	22701	SABAUDIA	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não sabe informar	-	-	-	-	-	-
4122800	41	22800	SALGADO FILHO	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não
4122909	41	22909	SALTO DO ITARARE	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não
4123006	41	23006	SALTO DO LONTRA	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não
4123105	41	23105	SANTA AMELIA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4123204	41	23204	SANTA CECILIA DO PAVAO	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123303	41	23303	SANTA CRUZ DE MONTE CASTELO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123402	41	23402	SANTA FE	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123501	41	23501	SANTA HELENA	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123600	41	23600	SANTA INES	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não
4123709	41	23709	SANTA ISABEL DO IVAI	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123808	41	23808	SANTA IZABEL DO OESTE	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123824	41	23824	SANTA LUCIA	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4123857	41	23857	SANTA MARIA DO OESTE	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
4123907	41	23907	SANTA MARIANA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4123956	41	23956	SANTA MONICA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4124004	41	24004	SANTANA DO ITARARE	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4124020	41	24020	SANTA TEREZA DO OESTE	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
4124053	41	24053	SANTA TEREZINHA DE ITAIPU	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4124103	41	24103	SANTO ANTONIO DA PLATINA	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4124202	41	24202	SANTO ANTONIO DO CAIUA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4124301	41	24301	SANTO ANTONIO DO PARAISO	Não sabe informar	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4124400	41	24400	SANTO ANTONIO DO SUDOESTE	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4124509	41	24509	SANTO INACIO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4124608	41	24608	SAO CARLOS DO IVAI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4124707	41	24707	SAO JERONIMO DA SERRA	Não sabe informar	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-
4124806	41	24806	SAO JOAO	Não contratou	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4124905	41	24905	SAO JOAO DO CAIUA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4125001	41	25001	SAO JOAO DO IVAI	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
4125100	41	25100	SAO JOAO DO TRIUNFO	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não
4125209	41	25209	SAO JORGE D'OESTE	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4125308	41	25308	SAO JORGE DO IVAI	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
4125357	41	25357	SAO JORGE DO PATROCINIO	Não sabe informar	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4125407	41	25407	SAO JOSE DA BOA VISTA	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
4125456	41	25456	SAO JOSE DAS PALMEIRAS	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4125506	41	25506	SAO JOSE DOS PINHAIS	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
4125555	41	25555	SAO MANOEL DO PARANA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4125605	41	25605	SAO MATEUS DO SUL	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
4125704	41	25704	SAO MIGUEL DO IGUACU	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
